578,320,557,526,595,0.1809082031,-0.8933105469,0.5909423828
558,323,552,515,590,0.1538085938,-0.9583740234,0.7125244141
525,326,566,529,597,0.1566162109,-0.9725341797,0.7407226562
518,340,564,534,578,0.1346435547,-0.9494628906,0.7999267578
556,338,562,541,597,0.1925048828,-0.8900146484,0.7922363281
571,320,561,529,595,0.2092285156,-0.8900146484,0.7724609375
573,327,559,537,593,0.1707763672,-0.9267578125,0.8131103516
576,347,561,532,591,0.1322021484,-0.9018554688,0.6811523438
587,350,560,556,600,0.1440429688,-0.9586181641,0.8439941406
526,326,544,513,586,0.1815185547,-0.9611816406,0.8160400391
564,331,566,534,594,0.1781005859,-0.9749755859,0.8955078125
541,334,562,528,580,0.2137451172,-0.9771728516,0.8868408203
523,331,560,535,578,0.2489013672,-0.9575195312,0.8336181641
550,319,558,512,590,0.2646484375,-0.9580078125,0.8232421875
503,341,553,519,587,0.2832031250,-0.9559326172,0.8919677734
522,320,549,512,583,0.1938476562,-0.9421386719,0.9412841797
535,325,556,487,587,0.2125244141,-0.9797363281,0.9001464844
532,332,554,499,595,0.3197021484,-0.9462890625,0.8059082031
520,330,545,509,592,0.2227783203,-0.9301757812,0.8901367188
532,321,555,539,574,0.2248535156,-0.9642333984,0.8541259766
551,332,564,515,592,0.2132568359,-0.9627685547,0.8472900391
533,335,540,498,586,0.2683105469,-0.9403076172,0.8613281250
539,370,553,500,595,0.2470703125,-0.9931640625,0.8726806641
553,342,545,494,588,0.1428222656,-0.8927001953,0.6494140625
555,340,544,510,569,0.1929931641,-0.9583740234,0.7086181641
513,335,546,519,585,0.2524414062,-0.9323730469,0.7542724609
542,327,555,503,584,0.1982421875,-0.9544677734,0.8609619141
548,330,554,507,573,0.2266845703,-0.9444580078,0.8447265625
527,327,551,490,586,0.2729492188,-0.9554443359,0.8560791016
528,338,509,467,590,0.2984619141,-0.9517822266,0.8825683594
530,346,525,466,583,0.2342529297,-0.9696044922,0.9079589844
488,356,537,491,587,0.2847900391,-0.9748535156,0.8968505859
533,338,538,491,570,0.2857666016,-0.8955078125,0.8206787109
531,323,552,502,583,0.1815185547,-0.9583740234,0.8717041016
529,329,525,475,577,0.2333984375,-0.9880371094,0.8729248047
515,350,530,484,578,0.2707519531,-0.9466552734,0.9053955078
528,349,523,491,571,0.2617187500,-0.9732666016,0.9091796875
521,323,536,483,565,0.2514648438,-1.0061035156,0.9096679688
523,346,535,495,586,0.3037109375,-0.9229736328,0.8974609375
526,374,536,515,596,0.2772216797,-0.9670410156,0.9211425781
517,359,526,483,579,0.2934570312,-0.9514160156,0.8632812500
508,327,536,479,572,0.2861328125,-0.9549560547,0.9027099609
531,356,545,502,586,0.3166503906,-0.9239501953,0.8413085938
506,375,511,490,593,0.3398437500,-0.8438720703,0.9342041016
535,356,506,474,562,0.3887939453,-0.9217529297,0.8131103516
534,345,520,471,582,0.3134765625,-0.9561767578,0.9775390625
535,361,518,481,574,0.3190917969,-0.9420166016,0.8992919922
544,375,507,472,578,0.3145751953,-0.9357910156,0.9721679688
534,373,489,448,587,0.3758544922,-0.9569091797,0.8643798828
539,384,473,455,586,0.3353271484,-0.9404296875,0.8984375000
