538,295,562,574,599,0.1025390625,-1.0499267578,0.8164062500
523,317,528,525,603,0.1224365234,-1.0668945312,0.8468017578
552,316,559,573,602,0.0922851562,-1.1020507812,0.8845214844
568,319,557,558,600,0.1149902344,-1.0893554688,0.8797607422
546,303,566,586,591,0.0958251953,-1.0871582031,0.9252929688
581,317,558,576,598,0.1744384766,-1.0566406250,0.7797851562
544,293,530,565,604,0.1708984375,-1.0727539062,0.8107910156
575,322,557,581,601,0.1184082031,-1.0358886719,0.7390136719
548,322,555,573,585,0.1652832031,-1.0555419922,0.7886962891
579,340,558,577,602,0.1545410156,-1.0762939453,0.8127441406
560,328,566,576,582,0.1540527344,-1.0446777344,0.8775634766
569,310,551,573,601,0.1379394531,-1.0633544922,0.7675781250
550,324,559,576,585,0.1530761719,-1.0579833984,0.7672119141
596,321,548,580,594,0.1846923828,-1.0678710938,0.8330078125
573,310,573,568,583,0.1751708984,-1.0628662109,0.8300781250
571,319,562,562,601,0.1774902344,-1.0618896484,0.8914794922
555,319,560,581,582,0.1695556641,-1.0600585938,0.8784179688
587,320,560,568,600,0.1693115234,-1.0592041016,0.8654785156
552,317,559,567,598,0.1818847656,-1.0695800781,0.8688964844
577,333,552,572,593,0.2320556641,-1.0587158203,0.8166503906
582,320,539,573,598,0.2322998047,-1.0661621094,0.8690185547
591,322,536,575,599,0.2006835938,-1.0584716797,0.8380126953
590,315,563,575,599,0.1539306641,-1.0639648438,0.8272705078
574,306,547,582,595,0.0971679688,-1.1003417969,1.0013427734
555,300,547,566,602,0.1041259766,-1.0913085938,0.9372558594
543,311,559,573,602,0.1157226562,-1.0799560547,1.0039062500
552,314,556,573,600,0.1033935547,-1.0887451172,0.9901123047
569,324,559,573,586,0.1247558594,-1.0828857422,1.0556640625
527,305,555,587,597,0.1173095703,-1.0826416016,1.0119628906
557,298,565,575,605,0.1578369141,-1.0826416016,0.9320068359
556,307,549,574,598,0.1606445312,-1.0815429688,0.8741455078
537,314,564,571,584,0.1555175781,-1.0726318359,1.0421142578
563,320,550,576,608,0.1673583984,-1.0826416016,0.9669189453
548,324,561,576,588,0.0927734375,-1.1079101562,1.0064697266
557,311,560,576,604,0.0762939453,-1.1029052734,1.0262451172
520,321,569,579,597,0.1558837891,-1.0494384766,0.9339599609
563,320,566,576,603,0.1287841797,-1.0903320312,1.0393066406
549,320,553,558,600,0.1049804688,-1.0860595703,1.0102539062
579,301,564,558,604,0.1575927734,-1.0856933594,1.0241699219
533,335,563,571,607,0.1118164062,-1.0834960938,1.0950927734
543,320,560,569,610,0.0904541016,-1.0615234375,1.0634765625
549,316,530,557,600,0.1147460938,-1.0875244141,1.0207519531
547,315,565,576,602,0.1160888672,-1.0869140625,1.1108398438
543,311,561,560,601,0.0898437500,-1.0803222656,1.1287841797
558,305,562,570,594,0.1166992188,-1.0838623047,1.1561279297
535,306,565,565,596,0.0961914062,-1.0781250000,1.1314697266
560,329,546,545,598,0.1004638672,-1.0682373047,1.0845947266
515,315,551,530,601,0.1259765625,-1.0802001953,1.1491699219
551,303,553,532,597,0.1737060547,-1.0693359375,1.0736083984
554,315,562,576,593,0.1174316406,-1.0815429688,1.0924072266
