615,277,368,323,467,0.0324707031,-0.9871826172,0.7947998047
606,283,414,353,493,0.0589599609,-0.9761962891,0.7788085938
607,268,400,349,484,0.0794677734,-0.9735107422,0.7475585938
602,291,387,346,483,0.0424804688,-0.9801025391,0.7589111328
615,292,407,363,493,0.0709228516,-0.9698486328,0.7423095703
592,292,413,370,476,0.0441894531,-0.9666748047,0.7396240234
585,278,410,366,500,0.0346679688,-0.9741210938,0.7603759766
600,294,411,361,475,0.0145263672,-0.9877929688,0.8404541016
606,300,408,367,504,0.0886230469,-0.9760742188,0.7982177734
601,290,414,351,510,0.0672607422,-0.9848632812,0.7978515625
554,246,322,289,413,-0.1071777344,-1.1597900391,0.6398925781
589,254,334,285,431,-0.0809326172,-1.1304931641,0.5446777344
570,249,319,291,434,-0.1624755859,-1.1087646484,0.5010986328
577,260,342,309,432,-0.0925292969,-1.0689697266,0.4539794922
584,264,347,310,421,-0.1232910156,-1.0836181641,0.4965820312
560,260,343,317,430,-0.0736083984,-1.0871582031,0.4908447266
580,270,352,317,437,-0.0336914062,-1.0742187500,0.4390869141
584,270,345,316,448,0.0180664062,-1.0180664062,0.3872070312
571,280,338,316,452,-0.0181884766,-1.0506591797,0.4406738281
586,267,339,311,454,-0.0290527344,-1.0842285156,0.4995117188
572,245,336,309,435,0.0177001953,-1.0462646484,0.4501953125
580,275,363,322,445,-0.0195312500,-1.0665283203,0.4748535156
569,257,351,316,447,-0.0327148438,-1.1101074219,0.5568847656
578,268,349,319,454,0.0073242188,-1.0550537109,0.4854736328
582,260,355,314,437,0.0169677734,-1.0975341797,0.5087890625
585,268,356,316,434,0.0106201172,-1.1234130859,0.5114746094
578,282,354,321,437,0.0200195312,-1.1279296875,0.5278320312
581,276,350,316,436,0.0166015625,-1.0958251953,0.4626464844
601,275,372,325,443,0.0474853516,-1.0914306641,0.4794921875
576,266,356,304,449,0.0330810547,-1.0869140625,0.4991455078
579,266,355,305,460,0.0683593750,-1.0609130859,0.4838867188
602,250,359,313,436,0.0367431641,-1.0902099609,0.5195312500
547,266,356,310,462,0.0837402344,-1.0562744141,0.4593505859
573,268,354,303,460,0.0512695312,-1.0914306641,0.5518798828
590,266,338,310,452,-0.0411376953,-1.1361083984,0.5849609375
574,269,370,311,455,0.0405273438,-1.1169433594,0.5679931641
589,257,363,320,449,0.0317382812,-1.1470947266,0.6323242188
588,282,362,332,458,0.0130615234,-1.1354980469,0.6035156250
563,257,350,305,454,-0.0607910156,-1.1616210938,0.6140136719
567,270,365,313,452,-0.0579833984,-1.1468505859,0.6101074219
595,246,344,313,430,-0.0629882812,-1.1649169922,0.6479492188
579,280,370,320,454,-0.0887451172,-1.1790771484,0.6268310547
576,264,344,309,449,-0.1048583984,-1.1528320312,0.6386718750
568,281,367,312,454,-0.0885009766,-1.1639404297,0.6254882812
577,258,360,323,440,-0.0233154297,-1.1474609375,0.6015625000
578,271,358,321,452,-0.0620117188,-1.1575927734,0.6374511719
576,256,359,325,453,-0.0455322266,-1.1716308594,0.6700439453
585,266,357,307,454,-0.0137939453,-1.1491699219,0.6197509766
591,271,337,311,457,0.0437011719,-1.1110839844,0.5634765625
577,266,331,308,432,0.0244140625,-1.1010742188,0.5332031250
590,271,358,319,455,-0.0208740234,-1.1319580078,0.5759277344
567,254,344,304,448,-0.0333251953,-1.1527099609,0.6041259766
588,283,356,318,442,-0.0119628906,-1.1236572266,0.5404052734
573,281,347,314,453,-0.0086669922,-1.1270751953,0.5656738281
580,277,357,318,452,-0.0012207031,-1.1259765625,0.5510253906
581,272,356,314,456,-0.0579833984,-1.1636962891,0.6312255859
563,281,369,312,458,-0.0369873047,-1.1502685547,0.5833740234
572,258,353,322,452,-0.0003662109,-1.1228027344,0.5598144531
578,282,343,322,461,0.0222167969,-1.1234130859,0.5689697266
566,281,349,320,462,0.0073242188,-1.1173095703,0.5311279297
