603,505,558,339,513,-0.0855712891,-0.9768066406,0.5120849609
622,505,560,354,551,0.1029052734,-0.6697998047,0.3906250000
603,515,553,358,547,0.1621093750,-0.7625732422,0.4360351562
564,524,558,326,483,0.1256103516,-0.6887207031,0.4058837891
590,504,557,358,544,0.3330078125,-0.6032714844,0.3859863281
565,514,572,349,523,0.1937255859,-0.6252441406,0.5133056641
610,531,564,362,512,0.2341308594,-0.5971679688,0.3395996094
577,510,557,362,536,0.2438964844,-0.5280761719,0.4455566406
610,518,565,371,546,0.1331787109,-0.7357177734,0.5150146484
603,527,558,368,539,0.1086425781,-0.6658935547,0.5034179688
