636,517,425,414,479,-0.0041503906,-0.5474853516,-0.8734130859
637,508,435,390,492,0.0006103516,-0.5548095703,-0.8687744141
641,512,444,420,506,0.0134277344,-0.5831298828,-0.8476562500
630,459,421,355,514,0.0010986328,-0.5595703125,-0.8641357422
627,497,385,344,492,0.0004882812,-0.5360107422,-0.8800048828
627,482,408,347,537,0.0095214844,-0.5303955078,-0.8828125000
617,485,426,371,487,0.0260009766,-0.5361328125,-0.8790283203
630,485,410,376,488,0.0145263672,-0.5471191406,-0.8728027344
633,479,398,354,479,-0.0070800781,-0.4869384766,-0.9088134766
633,506,401,369,499,0.0001220703,-0.5968017578,-0.8400878906
625,504,380,373,528,0.0004882812,-0.5872802734,-0.8454589844
618,504,386,377,509,0.0004882812,-0.5872802734,-0.8464355469
629,518,418,409,471,-0.0156250000,-0.6068115234,-0.8289794922
633,528,434,397,513,-0.0120849609,-0.6051025391,-0.8328857422
638,514,439,403,539,-0.0125732422,-0.6113281250,-0.8277587891
642,509,416,405,507,-0.0292968750,-0.6116943359,-0.8305664062
621,526,426,397,527,-0.0324707031,-0.6060791016,-0.8348388672
630,505,379,329,537,-0.0561523438,-0.3652343750,-0.9644775391
628,511,392,350,544,-0.0452880859,-0.3643798828,-0.9637451172
638,510,391,350,523,-0.0441894531,-0.3735351562,-0.9595947266
636,505,391,333,529,-0.0477294922,-0.3924560547,-0.9531250000
638,517,402,369,515,-0.0603027344,-0.4102783203,-0.9443359375
616,473,374,341,423,-0.0288085938,-0.5292968750,-0.8830566406
614,502,361,338,441,-0.0292968750,-0.5275878906,-0.8862304688
627,475,369,320,464,-0.0296630859,-0.5256347656,-0.8850097656
613,475,371,324,468,-0.0303955078,-0.5140380859,-0.8927001953
627,492,368,331,462,-0.0347900391,-0.5126953125,-0.8925781250
635,513,412,408,496,-0.0268554688,-0.5383300781,-0.8775634766
628,494,427,380,524,-0.0108642578,-0.5579833984,-0.8679199219
632,500,410,417,536,-0.0217285156,-0.5427246094,-0.8732910156
620,489,422,387,526,-0.0208740234,-0.5382080078,-0.8789062500
627,498,432,407,535,-0.0131835938,-0.5512695312,-0.8707275391
